Index,Model,Features,Countantom-avg,Countantom-med,Countantom-stdev,Ganak-avg,Ganak-med,Ganak-stdev,Sharpsat-avg,Sharpsat-med,Sharpsat-stdev,D4query-avg,D4query-med,D4query-stdev,Ddknnifec2d-avg,Ddknnifec2d-med,Ddknnifec2d-stdev,Queryc2d-avg,Queryc2d-med,Queryc2d-stdev,Ddknnifedsharp-avg,Ddknnifedsharp-med,Ddknnifedsharp-stdev,Ddnnifed4-avg,Ddnnifed4-med,Ddnnifed4-stdev,Queryd4-avg,Queryd4-med,Queryd4-stdev
21,cnf/confidential/automotive06/automotive06.dimacs,449,26.6197660276433,27.111572097172,1.32145847581792,2.99703695802018,2.99842828605324,0.141548955331785,2.98186009867582,2.97684457281139,0.052317398022875,0.070381821617484,0.076643206179142,0.008363096926783,2.63478038042784,2.6313136536628,0.17025586840265,2.73493399299681,2.73336860910058,0.170743533686817,0.095989571446553,0.096929795574397,0.003665806590392,0.079987531118095,0.08007306046784,0.003047518838127,0.196034640436992,0.196282901102677,0.005034965599938
22,cnf/confidential/automotive04/04latest.dimacs,531,28.9539071616903,29.2341524846852,2.09770600685129,3.73990222986788,3.73821501177735,0.061504631145544,3.82468000198714,3.80877133738249,0.088040287132957,0.195259156860411,0.194032068364322,0.005259114035512,3.25379862125963,3.26368758059107,0.38720717315984,3.56172840859741,3.56998515501618,0.388251520958262,0.095983492350206,0.093172444030643,0.009880030035526,0.206462061144412,0.203794871456921,0.010647059937713,0.403701033284888,0.401344562880695,0.010550977401126
23,cnf/Smarch/toybox.dimacs,544,22.7498971303552,23.1470888169715,2.32924706117265,2.40982661302201,2.40973578463309,0.072359436582062,2.60844088766724,2.61960760992952,0.072179866915614,0.047896053791046,0.047801059670746,0.001138331023456,3.03927895119414,3.03521236823872,0.022566731097778,3.09613146941178,3.09229025081731,0.022203780217745,0.07648604484275,0.073135538026691,0.024415174950207,0.057953108586371,0.0579575849697,0.003688935861051,0.088989245323464,0.088396537583321,0.004407117688983
24,cnf/confidential/automotive07/automotive07.dimacs,581,31.2657176450081,32.8137088555377,2.48808762543904,5.21490938412957,5.14033103245311,0.167960045157701,4.98388190857135,4.979514838662,0.091479208616078,0.237357071638107,0.2366180466488,0.004947147098959,4.33713333938271,4.27752220118418,0.223966097373283,5.38284302630462,5.34515611175448,0.231007661309964,0.412088948031887,0.412019209004939,0.012310347987729,0.35302965156734,0.346720885485411,0.019341780257827,0.880012494670227,0.87454776186496,0.016750842483285
25,cnf/confidential/automotive03/03latest.dimacs,588,32.781214573402,33.7871780694695,2.12869356873816,4.07581226857379,4.0759792777244,0.07415053526753,4.32713566773105,4.31796524662059,0.083720134420037,0.169645901322365,0.168938755989075,0.004766575364613,4.99139999219216,4.94827081868425,0.347789591454196,5.44613545232452,5.4026054549031,0.349170189796982,0.156006361469626,0.152381032705307,0.014383364729026,0.182012423276901,0.177318712696433,0.012308912585815,0.413426702106372,0.408868541242555,0.013482793196423
26,cnf/Smarch/axTLS.dimacs,684,25.6114709149254,26.7067558241542,2.2065587856974,3.26304106194992,3.29333538736682,0.100250072086313,3.35271911456017,3.34127272019396,0.054158923205912,0.077030429244042,0.076407703571022,0.003250674557541,4.41180772657506,4.39734332356602,0.267379941271196,4.52604784552008,4.5141188330017,0.267862095238902,0.11739990782924,0.079826033907011,0.183938719319921,0.082271433137357,0.080425173975528,0.007785057093617,0.184211324891076,0.182888850336894,0.009737491448483
27,cnf/financial_services/financialServices_2018-05-09.dimacs,771,50.4969369087182,50.387441718136,1.1402783843806,5.0649966062326,5.08145510288887,0.068343520253791,5.30763510152698,5.28294320148416,0.105402905343998,0.429327313005924,0.427538903430104,0.012683975388816,10.9198503583949,10.9508606079035,0.415243833256808,12.6361532162502,12.6496341943275,0.414752900572311,1.16247116167098,1.16141040995717,0.019091556520755,0.597864888235927,0.591367069631815,0.022882125029964,1.19108394975774,1.18931324151345,0.020841374076285
28,cnf/KConfig/busybox-1.18.0.dimacs,854,28.2565307549573,28.3198986080242,0.260089367401598,3.14736684990581,3.17068588058464,0.096388485876338,3.05452912815614,3.05550851905719,0.057223412133481,0.109897694401443,0.109621397219598,0.001292995335802,2.28029693807475,2.27921167435125,0.154928549470688,2.67192550739273,2.66973056853749,0.156418800388081,0.103075729403645,0.102939006173983,0.004227240535765,0.084140417054296,0.084534808062017,0.003201036277716,0.427898839786649,0.430141902528704,0.011381658017133
29,cnf/Smarch/busybox_1_28_0.dimacs,998,36.0020322877727,36.0262761155609,0.700764469352632,26.860106273219,26.844294529059,0.126284130104929,26.2123731405986,26.2140986547457,0.150271517485578,0.197719418182969,0.196206193417311,0.006866161575065,2.08861986901611,2.09973231120966,0.131495657338313,3.23132267779671,3.24495427520014,0.139767026096269,19.1617311353423,19.104856187012,0.162397601875016,0.179532449692488,0.17887262813747,0.005359458190379,2.29999185222201,2.25759148807265,0.072284420163657
30,cnf/CDL/am31_sim.dimacs,1178,48.502981422334,48.8599429351743,1.25070572400736,52.9649137949524,52.9310712825973,0.271589049966585,40.7681450086855,40.6484736000421,0.287304959308914,3.28284677185118,3.25612685270607,0.059153631674774,15.9818076281156,15.8090795590542,0.860410287326245,54.1829358958174,54.1336085770745,0.983875434223838,21.9639408468269,22.0553880138323,0.316372575105335,6.1871602858603,6.1967541249469,0.102489033510145,33.2949160098936,33.3235585149378,0.398523367445315
31,cnf/KConfig/embtoolkit.dimacs,1179,32.6921399091789,33.4267545688199,1.59778664020276,5.42238181567285,5.44566440500785,0.071704477219225,5.31073603710858,5.32219378912123,0.059949031875297,0.192069586925209,0.18913284316659,0.008024045204131,8.92127884785645,8.85765594895929,0.525782078446928,9.42363447016105,9.3622074816376,0.526175478612399,0.238459405582398,0.235057285288349,0.010858327180806,0.16039278101176,0.164142789319158,0.0113413352504,0.757258115634322,0.761421552160755,0.01170510138128
32,cnf/Smarch/ref4955.dimacs,1218,60.7858821169985,60.827012214344,0.872521014706983,223.725801745132,223.546081752283,1.06637293794949,135.722365108989,135.707672653371,0.281445418091511,23.6313590328023,23.6513682603836,0.248133257403684,18.0799071722385,18.1040048052091,1.46989335083122,56.4835340520553,56.5303820057306,1.40622305553841,152.760717541398,149.620233012829,12.27449650048,52.5243559419364,52.5226570479572,0.140049255934772,119.829696709402,119.416657432681,1.45143425319224
33,cnf/Smarch/ecos-icse11.dimacs,1244,63.8899068747833,64.1030515874736,0.821310326268439,606.277041200525,606.068059059326,0.959246464259824,475.725661406973,475.420042235055,1.34487532934464,12.5270127474889,12.5242231786251,0.028251912771773,23.9613532339409,23.668000851525,1.15763599202697,75.5504387037829,75.1801919143181,1.27353057087066,439.197484043473,438.23618696141,3.63177428732717,27.5119900662452,27.5546923978254,0.170334106563087,72.8922316801548,73.1716129390989,1.06334511612338
34,cnf/Smarch/pati.dimacs,1248,62.6882679655682,62.6608815038344,0.456304071808331,183.854070555856,183.234354299726,1.39914490285456,124.589935868676,124.386541134445,0.566615441841109,8.41364837858826,8.37139669246972,0.118446789249278,20.8110609687492,20.2978533688001,2.61109934192798,61.9948813758418,61.3967365741264,2.64857766672579,162.739357426399,161.074761037016,12.8775559651265,19.8799548372626,19.8745046881959,0.088388744252852,145.778644475387,146.343162965961,2.35726572334656
35,cnf/CDL/p2106.dimacs,1262,54.9808081332315,55.1662884079851,0.690109085644304,90.6160181887448,90.3783699622145,0.546167862976365,64.1000282276887,64.2221693163737,0.554444414382638,8.78944022689015,8.79224570002407,0.046447083557321,11.1804489563033,11.1021029043477,0.822972700873503,34.4608107334562,34.2240957396571,0.872515729249195,34.9689158631489,34.9910581610166,0.249983928180032,16.8740615625307,16.8858191343024,0.064720067071247,75.224612166388,75.0870503769256,0.744599856011001
36,cnf/Smarch/integrator_arm9.dimacs,1267,208.505024236767,208.296254209359,1.43310766608343,407.796913468307,407.796353829326,0.839017911766597,279.691392931384,279.422126015648,1.96358550424776,6.11338304322213,6.10851273965091,0.013841413511894,16.9313520197198,15.8782105220016,4.11956255749976,38.8388597514387,37.7161002673674,4.14451114156949,247.208910131892,242.845597847365,8.90691368429287,12.2865187626332,12.3060544757173,0.08469114063865,393.356200397136,391.470027628122,9.91246813225018
37,cnf/Smarch/olpce2294.dimacs,1274,66.2032516786782,66.5412585048471,1.20522557760605,298.435863622185,298.520625537261,1.50014975102962,182.82856043397,182.664048606181,1.3371267633993,10.8414791979268,10.8180547039956,0.131890046206205,14.8735165462177,14.5382258188911,1.53960105613238,49.9025634025224,49.4447426153347,1.54344776176313,258.70042630964,258.985007860465,9.26283918361079,26.0453206617013,26.0153884440661,0.215265977622791,268.589356146203,268.799139092676,3.27877319900274
38,cnf/Smarch/adderII.dimacs,1276,63.3286135088978,63.466318027582,1.24780785044406,285.406017588363,285.382262697909,0.631328486975073,175.554666996808,174.379751047178,3.38967146321012,15.5690169685706,15.542630745098,0.073692070054079,11.5360066756699,11.0936606088653,1.43057163884961,37.2299602684099,36.9438167964108,1.47425375523641,209.369737347895,208.472768628271,6.39781661942408,32.5017275405675,32.5061168512329,0.158105675438179,305.868370756963,304.984963917406,4.22628960038184
39,cnf/Smarch/at91sam7sek.dimacs,1296,64.1880737520428,64.3006581641967,1.24601539499895,220.765852798414,220.395882765995,1.35273799937278,151.348710522109,151.195881009102,0.675297834200886,7.66868161391467,7.66730481851846,0.015069402374755,14.4615080055967,14.3756038669962,1.23234050291195,44.6843270068243,44.4528978222516,1.4491419812675,217.083165618069,216.355342956725,3.63956150958665,15.1741335430741,15.117431126535,0.138069045624091,66.8421943560336,67.162720161723,0.972830086053468
40,cnf/Smarch/se77x9.dimacs,1319,186.571326153972,186.59967393009,1.01859664063593,417.461284115119,417.252577038016,2.91937313842682,210.120566579946,209.893857368035,1.20109398831568,13.5644366513565,13.5700231473893,0.269082744246969,26.8149687841255,26.27779610781,1.96013343494038,80.0477245195955,79.4630525037646,2.40052547192186,225.875407844186,226.059361928841,7.19215021721578,29.2229370544851,29.230761744082,0.127339913837677,365.623835556125,363.910111055244,8.78045386014918
41,cnf/Smarch/m5272c3.dimacs,1323,62.2514005333558,62.4864729624242,1.22847928010024,184.684497419447,184.836119110231,0.690805025347159,145.644861696572,145.938862737618,0.838864405928296,13.0789131966233,13.055174484849,0.089966990752123,24.9856909467746,24.927020288771,1.35922551947092,76.4807550270204,76.4388513248414,1.45599655068296,203.098777386164,200.952982503222,7.93406530649283,29.8306613684818,29.830986992456,0.085122464459909,122.430564378332,122.421080357628,2.02199973302548
42,cnf/Smarch/phycore229x.dimacs,1360,68.7704583781306,68.7839896236546,0.453340269078872,343.518578214813,343.795113333268,1.41059545959862,217.242875299719,217.232304251869,0.404249013262086,23.3089291854948,23.2117848731577,0.241003856332398,20.8536316726264,20.4316882879939,1.84484597880853,77.406633551456,77.0813545440324,1.79397748668794,258.78957966283,257.968187517021,11.6100762894112,46.4633073543385,46.4352168943733,0.134581729554295,194.355923211863,194.354658231605,3.26025263212328
43,cnf/Smarch/freebsd-icse11.dimacs,1396,410.77189985096,411.003253806266,1.72998438323727,1800,1800,0,1800,1800,0,26.6761270193011,26.6665976401418,0.102872283433658,1800,1800,0,1800,1800,0,733.384415170271,732.651043411577,9.65673572353967,46.885092581436,46.9040389340371,0.143940724824164,626.642450690139,622.941329087363,34.4914068126534
44,cnf/CDL/ea2468.dimacs,1408,78.4660654915869,78.7364106482127,1.02574459349982,181.885477889362,182.225454539061,0.845662388272032,135.284429456117,135.186483638478,0.985849856468015,26.5619678921252,26.4945087535307,0.247885471832255,16.4411022678763,16.0182933791075,1.75336433036343,49.0690271019284,48.5871046956163,1.86694675765036,72.0850089739729,71.9803940358106,0.454456634180545,49.991155779697,49.9722297219559,0.152372321286306,99.6746952342335,99.4879891038872,1.00254025117597
45,cnf/KConfig/uClinux-distribution.dimacs,1580,35.1397260642005,34.8426328401547,0.784376326474572,4.31779357938096,4.36430243577343,0.188873923733742,3.75874967905926,3.75807658740086,0.051559946733996,0.120576954893768,0.120692470110953,0.000871636789637,5.32887724190019,5.33843026426621,0.043405977264258,5.91558453940786,5.92448648950085,0.046863610335816,0.145369397299364,0.140520369866863,0.010009922016389,0.105842492543161,0.106103812344373,0.002536598052601,0.507269377484918,0.505177651764825,0.007899020531278
46,cnf/Smarch/fiasco.dimacs,1638,23.7001255495939,23.3571252245456,1.12673544281804,4.68914182012901,4.6887036516564,0.067658563688995,4.51117987343809,4.48931480682223,0.08364951821355,0.131578832194209,0.131574255414307,0.001303768666755,8.21982835711911,8.24028699146584,0.794253288860511,8.43484589550644,8.4623310144525,0.793009160936728,0.178703477438539,0.179577552247792,0.00898465626112,0.138953934647143,0.132963084615768,0.01274530269568,0.304535839846358,0.305242330301553,0.007747931629423
47,cnf/confidential/automotive05/05latest.dimacs,1663,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0
48,cnf/Smarch/uClinux.dimacs,1850,24.6941869647102,25.5609395896318,1.81131937008595,3.6131358068902,3.62177144712768,0.069436707555716,3.32137584178243,3.33084002742544,0.080840004990165,0.08291692763567,0.082960494793952,0.00139381029853,6.05901420033537,6.06235847296193,0.027615918689771,6.24869140930474,6.25318538211286,0.02846931481703,0.148627444375307,0.145832898328081,0.012833023545465,0.074927439130843,0.074539738707245,0.004161538723278,0.23556385114789,0.234845001017675,0.007962339053734
49,cnf/automotive01/automotive01.dimacs,2513,63.7594046456739,63.2958407106344,1.32680770002855,25.8697992123943,25.8465337723028,0.159804805053498,22.1352460228279,22.1469447296112,0.190679323836778,1.08449960745871,1.08406721800566,0.002955124235221,21.395858779503,21.5846045399085,1.98603426923836,23.7437184040248,23.9329092253465,1.98721287080121,2.85280291331001,2.8474903635215,0.040183678108442,0.85646810952574,0.854330519214273,0.017954914398658,5.96678392127156,6.04972339398228,0.193786175805078
50,cnf/confidential/automotive03/automotive03_sw.dimacs,4902,46.3159975601174,46.2668811889598,0.728632598770647,6.80509889553301,6.82051033433527,0.068320821734497,6.80767381895334,6.79844019096345,0.084270147410519,0.169908343367279,0.168661929666996,0.006098497187951,5.60954929045402,5.63035659072921,0.673158957361773,5.94979746428318,5.96908491733484,0.673250592086037,0.487324475804344,0.480422778753564,0.017591543573787,0.177917422950268,0.17788746766746,0.004336037527187,0.448761821994558,0.442782040452585,0.01366182482816
51,cnf/confidential/automotive06/automotive06_sw.dimacs,5571,56.8729205065267,56.7629673738266,0.359160330892289,7.89931355154142,7.80727297463455,0.184239449041774,7.67065634907689,7.66854549152777,0.058651187281357,0.136333213634789,0.132841721177101,0.010795566579096,6.64250084808096,6.7122041657567,0.652980917306647,6.91880361400545,6.99324783869088,0.654374124843768,0.527830292079598,0.522527774330228,0.019171579130395,0.13106644127518,0.13067863881588,0.004026295948006,0.356244485471398,0.354549935087562,0.007679692442654
52,cnf/KConfig/linux-2.6.33.3.dimacs,6467,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0
53,cnf/Smarch/busybox-1.18.0.dimacs,6796,36.6884836331895,36.1295559494756,3.02492715680731,14.3865472580306,14.5481489058584,0.549766467492377,12.4102989209513,12.4617694023182,0.238064292408102,0.494387933462858,0.492938057519496,0.007408526898368,38.9754000628367,38.2656761943363,3.11397042230349,40.0737268294301,39.3526715226471,3.11097917368612,0.770422477023676,0.770081209717319,0.016537603635222,0.37473309982568,0.369904761202633,0.014088980354141,1.18253613269888,1.18675761460327,0.028814049231614
54,cnf/Smarch/2.6.28.6-icse11.dimacs,6888,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0
55,cnf/confidential/automotive07/automotive07_sw.dimacs,8649,441.637172900574,441.498135378235,1.81736838890048,84.5153059571237,84.4444884860422,0.528910613493974,72.5620009867661,72.3676337960642,1.7460861748047,4.08674968749285,4.06759951263666,0.092760639765876,340.419334127838,260.576022869209,256.965197499128,355.582064620107,275.519017366227,256.952399122078,17.0853671847563,17.1644119306002,0.405604294077174,4.78453405637294,4.791988003999,0.046017344253113,26.7123845921271,26.6861857795157,0.581717286872614
56,cnf/Smarch/uClinux-config.dimacs,11254,1800,1800,0,27.4938485613838,27.2473269505427,0.605535970882351,23.4300755773671,23.2597562622977,0.511181261306118,1.03356832541525,1.03159326128662,0.010369656196871,60.1560525455885,60.2579031218775,5.37685008356049,69.4828236419614,69.5693558668718,5.37414107421336,1.94275127821602,1.93819365650415,0.031330925823831,0.853345608226955,0.852885463275016,0.013309950498809,2.20448639277369,2.19675636431202,0.033009934553187
57,cnf/Smarch/buildroot.dimacs,14910,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0,1800,1800,0
